button_pressed,high_stakes,initial_points,multiplier,points,responses,rt,states,stimulus,time_elapsed,times,trial_type,pid
0,,,,,,27420.0,,"<h1 id=""instructions"">Instructions</h1>

<p>Thanks for accepting our HIT! In this HIT, you will solve block
puzzles. There are 35 puzzles for you to solve.</p>

<p>On each round, you will see two sets of blocks. There are three places where you
can build a column of blocks. Your task is to stack the blocks in the left box
to match the blocks in the right box. The blocks
in the right box will always be in alphabetical order in the middle column.
You can only move the top block in each column.</p>

<p>Here's an example with 3 blocks:</p>

<p><img width=""355"" src=""static/images/blockworld.gif"" /></p>",27423,,html-button-response,12
0,,,,,,13923.0,,"<h1 id=""points"">Points</h1>

<p>You will begin each round with some number of points. It costs 1 point to move a block.
If you lose all your points, they won't go below 0, but you still have to finish the round.</p>

<p>When a round is <span class=""Blockworld-highStakes"">High Stakes!</span>, every block
will cost 3 points to move, but you will also start with more points.</p>

<p>At the end of the HIT, we will convert the final points from each round into a bonus payment.
You will earn $0.01 for each point.</p>

<p>Here's an example:</p>

<p><img width=""355"" src=""static/images/points.gif"" /></p>",41348,,html-button-response,12
0,,,,,,10665.0,,"<h1 id=""instructions"">Instructions</h1>

<p>Thanks for accepting our HIT! In this HIT, you will solve block
puzzles. There are 35 puzzles for you to solve.</p>

<p>On each round, you will see two sets of blocks. There are three places where you
can build a column of blocks. Your task is to stack the blocks in the left box
to match the blocks in the right box. The blocks
in the right box will always be in alphabetical order in the middle column.
You can only move the top block in each column.</p>

<p>Here's an example with 3 blocks:</p>

<p><img width=""355"" src=""static/images/blockworld.gif"" /></p>",10669,,html-button-response,12
0,,,,,,2100.0,,"<h1 id=""points"">Points</h1>

<p>You will begin each round with some number of points. It costs 1 point to move a block.
If you lose all your points, they won't go below 0, but you still have to finish the round.</p>

<p>When a round is <span class=""Blockworld-highStakes"">High Stakes!</span>, every block
will cost 3 points to move, but you will also start with more points.</p>

<p>At the end of the HIT, we will convert the final points from each round into a bonus payment.
You will earn $0.01 for each point.</p>

<p>Here's an example:</p>

<p><img width=""355"" src=""static/images/points.gif"" /></p>",12772,,html-button-response,12
0,,,,,,14154.0,,"<h1 id=""instructions"">Instructions</h1>

<p>Thanks for accepting our HIT! In this HIT, you will solve block
puzzles. There are 35 puzzles for you to solve.</p>

<p>On each round, you will see two sets of blocks. There are three places where you
can build a column of blocks. Your task is to stack the blocks in the left box
to match the blocks in the right box. The blocks
in the right box will always be in alphabetical order in the middle column.
You can only move the top block in each column.</p>

<p>Here's an example with 3 blocks:</p>

<p><img width=""355"" src=""static/images/blockworld.gif"" /></p>",14165,,html-button-response,19
0,,,,,,6963.0,,"<h1 id=""points"">Points</h1>

<p>You will begin each round with some number of points. It costs 1 point to move a block.
If you lose all your points, they won't go below 0, but you still have to finish the round.</p>

<p>When a round is <span class=""Blockworld-highStakes"">High Stakes!</span>, every block
will cost 3 points to move, but you will also start with more points.</p>

<p>At the end of the HIT, we will convert the final points from each round into a bonus payment.
You will earn $0.01 for each point.</p>

<p>Here's an example:</p>

<p><img width=""355"" src=""static/images/points.gif"" /></p>",21136,,html-button-response,19
0,,,,,,1641.0,,"<h1 id=""totalpoints"">Total Points</h1>

<p>You got 276 points in this HIT. Your bonus for this HIT is <b>$2.76</b>!</p>",1435785,,html-button-response,19
0,,,,,,14146.0,,"<h1 id=""instructions"">Instructions</h1>

<p>Thanks for accepting our HIT! In this HIT, you will solve block
puzzles. There are 35 puzzles for you to solve.</p>

<p>On each round, you will see two sets of blocks. There are three places where you
can build a column of blocks. Your task is to stack the blocks in the left box
to match the blocks in the right box. The blocks
in the right box will always be in alphabetical order in the middle column.
You can only move the top block in each column.</p>

<p>Here's an example with 3 blocks:</p>

<p><img width=""355"" src=""static/images/blockworld.gif"" /></p>",14148,,html-button-response,13
0,,,,,,6934.0,,"<h1 id=""points"">Points</h1>

<p>You will begin each round with some number of points. It costs 1 point to move a block.
If you lose all your points, they won't go below 0, but you still have to finish the round.</p>

<p>When a round is <span class=""Blockworld-highStakes"">High Stakes!</span>, every block
will cost 3 points to move, but you will also start with more points.</p>

<p>At the end of the HIT, we will convert the final points from each round into a bonus payment.
You will earn $0.01 for each point.</p>

<p>Here's an example:</p>

<p><img width=""355"" src=""static/images/points.gif"" /></p>",21083,,html-button-response,13
0,,,,,,3933.0,,"<h1 id=""totalpoints"">Total Points</h1>

<p>You got 343 points in this HIT. Your bonus for this HIT is <b>$3.43</b>!</p>",2169204,,html-button-response,13
0,,,,,,21562.0,,"<h1 id=""instructions"">Instructions</h1>

<p>Thanks for accepting our HIT! In this HIT, you will solve block
puzzles. There are 35 puzzles for you to solve.</p>

<p>On each round, you will see two sets of blocks. There are three places where you
can build a column of blocks. Your task is to stack the blocks in the left box
to match the blocks in the right box. The blocks
in the right box will always be in alphabetical order in the middle column.
You can only move the top block in each column.</p>

<p>Here's an example with 3 blocks:</p>

<p><img width=""355"" src=""static/images/blockworld.gif"" /></p>",21567,,html-button-response,1
0,,,,,,11035.0,,"<h1 id=""points"">Points</h1>

<p>You will begin each round with some number of points. It costs 1 point to move a block.
If you lose all your points, they won't go below 0, but you still have to finish the round.</p>

<p>When a round is <span class=""Blockworld-highStakes"">High Stakes!</span>, every block
will cost 3 points to move, but you will also start with more points.</p>

<p>At the end of the HIT, we will convert the final points from each round into a bonus payment.
You will earn $0.01 for each point.</p>

<p>Here's an example:</p>

<p><img width=""355"" src=""static/images/points.gif"" /></p>",32606,,html-button-response,1
0,,,,,,2294.0,,"<h1 id=""totalpoints"">Total Points</h1>

<p>You got 292 points in this HIT. Your bonus for this HIT is <b>$2.92</b>!</p>",1445325,,html-button-response,1
0,,,,,,11005.0,,"<h1 id=""instructions"">Instructions</h1>

<p>Thanks for accepting our HIT! In this HIT, you will solve block
puzzles. There are 35 puzzles for you to solve.</p>

<p>On each round, you will see two sets of blocks. There are three places where you
can build a column of blocks. Your task is to stack the blocks in the left box
to match the blocks in the right box. The blocks
in the right box will always be in alphabetical order in the middle column.
You can only move the top block in each column.</p>

<p>Here's an example with 3 blocks:</p>

<p><img width=""355"" src=""static/images/blockworld.gif"" /></p>",11009,,html-button-response,7
0,,,,,,3517.0,,"<h1 id=""points"">Points</h1>

<p>You will begin each round with some number of points. It costs 1 point to move a block.
If you lose all your points, they won't go below 0, but you still have to finish the round.</p>

<p>When a round is <span class=""Blockworld-highStakes"">High Stakes!</span>, every block
will cost 3 points to move, but you will also start with more points.</p>

<p>At the end of the HIT, we will convert the final points from each round into a bonus payment.
You will earn $0.01 for each point.</p>

<p>Here's an example:</p>

<p><img width=""355"" src=""static/images/points.gif"" /></p>",14529,,html-button-response,7
